Sl No.,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,,,,,,,,,Rand,Sl.No,customerID,genderword,SeniorCitizen,PartnerWord,DependentsW,tenure,PhoneServicew,MultipleLinesw,PaperlessBillingW,Churnwords,OnlineSecurityW,OnlineBackupW,DeviceProtection_A,TechSupport_A,StreamingTV_A,StreamingMovies_A,InternetService_A,Contract_A,PaymentMethod_A,MonthlyCharges,TotalCharges,Cust_Calls,CustSegment,filter_$,,,,,,,
8441,6008-NAIXK,Male,YES,No,No,54,No,No phone service,Yes,No,No,Yes,Yes,No,Yes,Yes,DSL,One year,Electronic check,55.45,2966.95,2,,,,,,,,,4840,4006,3197-ARFOY,Female,YES,No,No,19,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber optic,Month-to-month,Mailed check,105,2007.25,2,2,1,,,,,,,
9142,0292-WEGCH,Female,NO,Yes,Yes,54,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-month,Electronic check,86.2,4524.05,3,,,,,,,,,4130,4007,6323-AYBRX,Male,NO,No,No,59,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,19.35,1099.6,1,2,0,,,,,,,
7157,4176-FXYBO,Male,NO,Yes,No,54,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,109.55,6118.95,3,,,,,,,,,8899,4008,7014-ZZXAW,Female,NO,Yes,No,71,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),24.25,1732.95,2,2,0,,,,,,,
10438,3662-FXJFO,Female,NO,No,No,54,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,20.5,1035.7,1,,,,,,,,,5039,4009,4385-GZQXV,Female,YES,No,No,16,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber optic,Month-to-month,Electronic check,94.45,1511.2,1,2,0,,,,,,,
5577,8058-DMYRU,Male,YES,No,No,54,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,90.05,4931.8,3,,,,,,,,,5842,4010,7633-MVPUY,Male,NO,Yes,No,57,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,DSL,Two year,Electronic check,59.75,3450.15,2,3,1,,,,,,,
8911,9507-HSMMZ,Male,NO,No,No,54,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,20,1149.65,1,,,,,,,,,4830,4011,6366-ZGQGL,Male,NO,No,No,1,No,No phone service,No,Yes,No,No,No,No,No,No,DSL,Month-to-month,Bank transfer (automatic),24.8,24.8,2,1,0,,,,,,,
2713,8849-GYOKR,Female,NO,Yes,No,54,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Fiber optic,One year,Bank transfer (automatic),106.55,5763.3,3,,,,,,,,,725,4012,4716-HHKQH,Male,YES,Yes,No,20,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Fiber optic,Month-to-month,Electronic check,107.05,2172.05,2,2,1,,,,,,,
10592,9079-YEXQJ,Female,NO,No,No,54,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Month-to-month,Electronic check,111.1,6014.85,3,,,,,,,,,5974,4013,5940-AHUHD,Male,NO,No,No,1,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,70.6,70.6,0,1,1,,,,,,,
8231,3120-FAZKD,Male,NO,Yes,Yes,54,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Bank transfer (automatic),24.05,1230.9,1,,,,,,,,,2536,4014,6432-TWQLB,Male,NO,Yes,No,5,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber optic,Month-to-month,Electronic check,85.4,401.1,1,1,1,,,,,,,
10660,5243-SAOTC,Male,NO,No,No,54,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Bank transfer (automatic),79.85,4308.25,2,,,,,,,,,9932,4015,4484-GLZOU,Female,NO,Yes,No,52,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,105.05,5624.85,3,3,1,,,,,,,
6725,1303-SRDOK,Female,NO,Yes,Yes,55,Yes,No,Yes,No,No,No,No,No,No,No,Fiber optic,Two year,Credit card (automatic),69.05,3842.6,2,,,,,,,,,7776,4016,3179-GBRWV,Male,YES,Yes,No,21,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,DSL,Month-to-month,Bank transfer (automatic),64.95,1339.8,3,2,0,,,,,,,
9259,8034-RYTVV,Female,NO,No,No,55,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber optic,One year,Credit card (automatic),84.25,4589.85,3,,,,,,,,,10362,4017,8645-KWHJO,Male,NO,No,No,14,No,No phone service,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL,Month-to-month,Electronic check,55,771.95,1,2,0,,,,,,,
4125,0533-BNWKF,Female,YES,Yes,No,55,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,85.45,4874.7,3,,,,,,,,,8745,4018,4130-MZLCC,Female,NO,No,No,5,Yes,No,No,No,No,Yes,No,No,No,No,DSL,Month-to-month,Bank transfer (automatic),50.55,244.75,0,1,0,,,,,,,
5586,1098-KFQEC,Female,NO,Yes,Yes,55,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),19.4,1083,1,,,,,,,,,3781,4019,0314-TKOSI,Female,NO,No,No,6,Yes,No,No,No,Yes,Yes,No,No,No,No,DSL,Month-to-month,Mailed check,55.15,322.9,5,1,1,,,,,,,
1744,4701-AHWMW,Male,NO,Yes,No,55,No,No phone service,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,Month-to-month,Bank transfer (automatic),54.55,2978.3,2,,,,,,,,,3119,4020,8229-MYEJZ,Female,NO,No,No,10,Yes,No,No,No,No,Yes,No,No,No,No,DSL,Month-to-month,Electronic check,51.2,498.25,4,2,1,,,,,,,
4579,0727-BMPLR,Female,YES,No,No,55,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,One year,Electronic check,100,5509.3,3,,,,,,,,,4425,4021,2080-SRCDE,Female,NO,No,Yes,1,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,25.4,25.4,2,1,0,,,,,,,
7519,1335-MXCSE,Male,NO,Yes,Yes,55,Yes,No,Yes,No,No,No,Yes,Yes,No,No,DSL,Two year,Credit card (automatic),55.25,3119.9,2,,,,,,,,,5221,4022,9577-WJVCQ,Female,NO,No,No,68,Yes,Yes,No,No,Yes,No,No,No,No,No,DSL,Month-to-month,Mailed check,54.45,3687.75,2,3,1,,,,,,,
1803,3005-NFMTA,Male,YES,No,No,55,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,98.8,5617.75,3,,,,,,,,,5164,4023,9512-UIBFX,Male,NO,Yes,Yes,18,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Mailed check,95.15,1779.95,2,2,1,,,,,,,
1148,3400-ESFUW,Male,NO,Yes,Yes,55,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,DSL,Two year,Bank transfer (automatic),57.55,3046.4,2,,,,,,,,,5090,4024,6202-DYYFX,Female,NO,No,No,22,Yes,Yes,Yes,No,No,No,No,No,No,No,Fiber optic,One year,Credit card (automatic),76,1783.6,2,2,1,,,,,,,
8980,7753-USQYQ,Male,NO,No,No,55,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,DSL,One year,Electronic check,64.2,3627.3,2,,,,,,,,,4383,4025,3808-HFKDE,Female,NO,No,No,20,Yes,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,44.35,927.15,1,2,0,,,,,,,
6725,1303-SRDOK,Female,NO,Yes,Yes,55,Yes,No,Yes,No,No,No,No,No,No,No,Fiber optic,Two year,Credit card (automatic),69.05,3842.6,2,,,,,,,,,14,4026,5583-SXDAG,Male,NO,Yes,No,1,Yes,No,No,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70,70,0,1,1,,,,,,,
3613,4701-AHWMW,Male,NO,Yes,No,55,No,No phone service,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,Month-to-month,Bank transfer (automatic),54.55,2978.3,2,,,,,,,,,5586,4027,3488-PGMQJ,Male,YES,No,No,8,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.5,606.55,1,2,0,,,,,,,
6097,6974-DAFLI,Female,NO,Yes,No,55,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Electronic check,19.7,1140.05,1,,,,,,,,,9673,4028,3580-REOAC,Male,NO,No,No,10,Yes,No,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-month,Credit card (automatic),44.85,435.4,1,1,0,,,,,,,
10076,2696-ECXKC,Female,NO,Yes,Yes,55,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Fiber optic,One year,Mailed check,100.9,5448.6,3,,,,,,,,,7217,4029,7534-BFESC,Male,YES,No,No,24,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,76.1,1712.7,2,2,0,,,,,,,
1895,0486-HECZI,Male,NO,Yes,No,55,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,96.75,5238.9,3,,,,,,,,,7852,4030,3727-OWVYD,Male,NO,No,No,35,Yes,No,No,No,Yes,Yes,Yes,No,No,No,DSL,One year,Mailed check,61.2,2021.2,2,2,1,,,,,,,
1442,5536-SLHPM,Female,NO,Yes,No,55,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,77.75,4458.15,3,,,,,,,,,9640,4031,2294-SALNE,Male,NO,Yes,Yes,23,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Fiber optic,One year,Mailed check,86.8,1940.8,2,2,1,,,,,,,
8980,7753-USQYQ,Male,NO,No,No,55,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,DSL,One year,Electronic check,64.2,3627.3,2,,,,,,,,,4846,4032,4847-TAJYI,Female,YES,No,No,6,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,89.35,567.8,1,2,1,,,,,,,
8876,8016-NCFVO,Male,YES,No,No,55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Month-to-month,Electronic check,116.5,6382.55,3,,,,,,,,,6636,4033,1563-IWQEX,Female,NO,No,No,12,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,19.7,220.35,0,1,1,,,,,,,
26,0486-HECZI,Male,NO,Yes,No,55,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,96.75,5238.9,3,,,,,,,,,1103,4034,8203-XJZRC,Male,NO,No,No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Mailed check,20.25,20.25,3,1,1,,,,,,,
8834,7269-JISCY,Female,NO,No,No,55,Yes,No,No,No,No,No,No,No,No,No,DSL,One year,Bank transfer (automatic),45.05,2462.6,2,,,,,,,,,8901,4035,6556-DBKZF,Female,NO,Yes,Yes,71,Yes,No,No,No,No,No,Yes,No,No,No,Fiber optic,Two year,Electronic check,76.05,5436.45,3,3,1,,,,,,,
4291,2075-PUEPR,Male,NO,Yes,Yes,55,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Bank transfer (automatic),19.35,1153.25,1,,,,,,,,,5673,4036,6851-WEFYX,Male,YES,Yes,No,35,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,100.8,3437.5,2,3,1,,,,,,,
10770,3605-JISKB,Male,YES,Yes,No,55,Yes,Yes,No,No,Yes,Yes,No,No,No,No,DSL,One year,Credit card (automatic),60,3316.1,2,,,,,,,,,1855,4037,2985-JUUBZ,Male,NO,Yes,Yes,40,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,DSL,Month-to-month,Electronic check,74.55,3015.75,2,3,1,,,,,,,
3613,4701-AHWMW,Male,NO,Yes,No,55,No,No phone service,Yes,Yes,No,No,Yes,Yes,Yes,Yes,DSL,Month-to-month,Bank transfer (automatic),54.55,2978.3,2,,,,,,,,,6656,4038,6390-DSAZX,Female,NO,No,Yes,1,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Fiber optic,Month-to-month,Mailed check,73.6,73.6,0,1,1,,,,,,,
7519,1335-MXCSE,Male,NO,Yes,Yes,55,Yes,No,Yes,No,No,No,Yes,Yes,No,No,DSL,Two year,Credit card (automatic),55.25,3119.9,2,,,,,,,,,4799,4039,0895-LMRSF,Male,NO,No,No,23,Yes,No,Yes,No,No,No,No,No,Yes,Yes,DSL,One year,Bank transfer (automatic),64.9,1509.8,1,2,0,,,,,,,
3311,5536-SLHPM,Female,NO,Yes,No,55,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,77.75,4458.15,3,,,,,,,,,4640,4040,8098-LLAZX,Female,YES,No,No,4,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,95.45,396.1,1,1,1,,,,,,,
1970,0533-BNWKF,Female,YES,Yes,No,55,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber optic,Month-to-month,Electronic check,85.45,4874.7,3,,,,,,,,,274,4041,8266-VBFQL,Male,NO,No,No,4,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Fiber optic,Month-to-month,Electronic check,90.4,356.65,1,1,0,,,,,,,
8980,7753-USQYQ,Male,NO,No,No,55,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,DSL,One year,Electronic check,64.2,3627.3,2,,,,,,,,,1368,4042,8181-YHCMF,Female,NO,Yes,Yes,68,No,No phone service,No,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two year,Credit card (automatic),60.3,4109,2,3,0,,,,,,,
6535,0058-EVZWM,Female,NO,Yes,No,55,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Fiber optic,Month-to-month,Bank transfer (automatic),89.8,4959.6,3,,,,,,,,,5725,4043,2240-HSJQD,Male,NO,No,Yes,38,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Fiber optic,Month-to-month,Mailed check,81.85,3141.7,2,3,1,,,,,,,
9817,9691-HKOVS,Female,NO,Yes,No,55,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One year,Electronic check,90.15,4916.95,3,,,,,,,,,6005,4044,1248-DYXUB,Male,NO,Yes,Yes,52,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,24.8,1229.1,1,2,1,,,,,,,
10076,2696-ECXKC,Female,NO,Yes,Yes,55,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Fiber optic,One year,Mailed check,100.9,5448.6,3,,,,,,,,,583,4045,0265-EDXBD,Male,YES,Yes,No,32,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,74.9,2303.35,2,3,1,,,,,,,
10534,3541-ZNUHK,Female,NO,Yes,Yes,55,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber optic,Month-to-month,Electronic check,85.1,4600.95,3,,,,,,,,,9100,4046,4115-BNPJY,Male,NO,Yes,Yes,29,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,DSL,Two year,Mailed check,75.55,2054.4,2,2,1,,,,,,,
4261,0913-XWSCN,Male,NO,Yes,Yes,55,Yes,Yes,No,No,No,No,No,No,No,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),85.5,4713.4,3,,,,,,,,,10223,4047,3167-SNQPL,Male,YES,Yes,Yes,38,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101.15,3741.85,2,3,1,,,,,,,
5845,4547-FZJWE,Male,NO,Yes,Yes,55,Yes,No,No,No,Yes,No,No,No,No,Yes,DSL,One year,Credit card (automatic),59.45,3157,2,,,,,,,,,3163,4048,4091-TVOCN,Male,NO,No,Yes,48,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,One year,Credit card (automatic),78.75,3682.45,2,3,1,,,,,,,
6725,1303-SRDOK,Female,NO,Yes,Yes,55,Yes,No,Yes,No,No,No,No,No,No,No,Fiber optic,Two year,Credit card (automatic),69.05,3842.6,2,,,,,,,,,1670,4049,1098-TDVUQ,Female,NO,No,No,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Bank transfer (automatic),19.25,19.25,3,1,1,,,,,,,
7352,1925-LFCZZ,Male,YES,No,No,55,No,No phone service,Yes,No,No,No,Yes,No,Yes,Yes,DSL,One year,Bank transfer (automatic),50.05,2743.45,2,,,,,,,,,7977,4050,7277-OZCGZ,Female,NO,No,No,22,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Fiber optic,Month-to-month,Electronic check,89.05,1886.25,2,2,1,,,,,,,
8125,3400-ESFUW,Male,NO,Yes,Yes,55,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,DSL,Two year,Bank transfer (automatic),57.55,3046.4,2,,,,,,,,,9502,4051,1557-EMYVT,Female,NO,No,No,43,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Two year,Credit card (automatic),115.05,4895.1,3,3,1,,,,,,,
7200,8400-WZICQ,Female,NO,Yes,Yes,55,Yes,No,No,No,Yes,Yes,No,No,No,No,DSL,Month-to-month,Electronic check,55.7,3131.8,2,,,,,,,,,1863,4052,2799-ARNLO,Female,YES,Yes,No,5,Yes,No,Yes,No,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,69.35,341.6,1,1,1,,,,,,,
4291,2075-PUEPR,Male,NO,Yes,Yes,55,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Bank transfer (automatic),19.35,1153.25,1,,,,,,,,,3477,4053,7563-BIUPC,Male,NO,No,No,5,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Fiber optic,Month-to-month,Electronic check,80.6,415.55,1,1,1,,,,,,,
9337,6051-PTVNS,Female,NO,Yes,Yes,55,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Credit card (automatic),19.15,998.1,1,,,,,,,,,524,4054,5027-YOCXN,Male,NO,Yes,Yes,51,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber optic,One year,Credit card (automatic),110.05,5686.4,3,3,0,,,,,,,
8800,4135-FRWKJ,Female,YES,Yes,Yes,55,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,DSL,One year,Electronic check,76.25,4154.55,2,,,,,,,,,3079,4055,3973-SKMLN,Male,NO,No,No,71,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),19.9,1355.1,3,2,1,,,,,,,
2369,3143-ILDAL,Male,NO,No,No,56,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Fiber optic,Month-to-month,Electronic check,94.45,5124.6,3,,,,,,,,,5791,4056,2321-OMBXY,Female,NO,Yes,Yes,38,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,One year,Credit card (automatic),80.3,3058.65,2,3,0,,,,,,,
10244,7018-FPXHH,Male,NO,Yes,Yes,56,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,DSL,Two year,Bank transfer (automatic),59.8,3457.45,2,,,,,,,,,2241,4057,2840-XANRC,Male,YES,Yes,No,24,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,93.15,2231.05,2,2,0,,,,,,,
616,4612-THJBS,Female,YES,No,No,56,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,One year,Bank transfer (automatic),104.75,5510.65,3,,,,,,,,,2144,4058,6745-JEFZB,Male,NO,Yes,No,35,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber optic,Month-to-month,Credit card (automatic),91.5,3236.35,2,3,1,,,,,,,
8497,3646-ITDGM,Female,NO,No,No,56,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Bank transfer (automatic),19.7,1051.9,1,,,,,,,,,10190,4059,5020-ZSTTY,Female,YES,No,No,54,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,One year,Bank transfer (automatic),82.45,4350.1,2,3,0,,,,,,,
5004,1004-NOZNR,Male,YES,No,Yes,56,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Fiber optic,One year,Credit card (automatic),94.8,5264.3,3,,,,,,,,,5858,4060,9880-TDQAC,Female,NO,Yes,Yes,72,No,No phone service,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two year,Electronic check,60,4264,2,3,0,,,,,,,
8448,4007-NHVHI,Female,YES,No,No,56,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Fiber optic,Month-to-month,Electronic check,96.85,5219.65,3,,,,,,,,,5996,4061,8705-WZCYL,Male,NO,No,No,1,Yes,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-month,Electronic check,44.8,44.8,0,1,0,,,,,,,
5931,7622-FWGEW,Male,YES,Yes,No,56,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two year,Bank transfer (automatic),85.65,4824.45,3,,,,,,,,,6663,4062,7102-JJVTX,Female,NO,Yes,Yes,9,Yes,No,No,No,Yes,No,No,No,No,No,DSL,One year,Mailed check,48.6,422.3,1,1,1,,,,,,,
6076,4612-THJBS,Female,YES,No,No,56,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,One year,Bank transfer (automatic),104.75,5510.65,3,,,,,,,,,4781,4063,8626-PTQGE,Male,NO,No,No,69,No,No phone service,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,Two year,Bank transfer (automatic),60.05,4176.7,2,3,1,,,,,,,
5814,7901-TBKJX,Male,YES,No,No,56,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Electronic check,101.05,5594,3,,,,,,,,,4668,4064,4983-CLMLV,Female,NO,Yes,No,52,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber optic,Month-to-month,Credit card (automatic),102.7,5138.1,3,3,1,,,,,,,
8430,3791-LGQCY,Female,YES,Yes,No,56,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),100.65,5688.05,3,,,,,,,,,1122,4065,5701-YVSVF,Female,YES,Yes,No,11,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Fiber optic,Month-to-month,Electronic check,82.9,880.05,1,2,0,,,,,,,
6848,4521-WFJAI,Male,NO,No,No,56,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Bank transfer (automatic),25.95,1444.05,1,,,,,,,,,5162,4066,5804-LEPIM,Female,YES,No,No,2,Yes,No,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,70.35,139.05,0,1,1,,,,,,,
4112,2805-EDJPQ,Female,NO,Yes,Yes,56,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Fiber optic,One year,Credit card (automatic),99.75,5608.4,3,,,,,,,,,1338,4067,5697-GOMBF,Female,YES,Yes,Yes,28,No,No phone service,Yes,No,No,No,No,No,Yes,No,DSL,Month-to-month,Electronic check,35.9,973.65,1,2,0,,,,,,,
1231,3791-LGQCY,Female,YES,Yes,No,56,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),100.65,5688.05,3,,,,,,,,,8341,4068,2739-CACDQ,Female,YES,No,No,17,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Credit card (automatic),82.65,1470.05,1,2,1,,,,,,,
8482,6681-ZSEXG,Male,NO,Yes,No,56,Yes,Yes,No,No,No,Yes,Yes,No,No,No,DSL,Two year,Credit card (automatic),59.5,3389.25,2,,,,,,,,,4554,4069,9385-EHGDO,Female,NO,Yes,Yes,35,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Mailed check,19.85,739.35,1,2,0,,,,,,,
5484,2418-TPEUN,Female,NO,Yes,Yes,56,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Credit card (automatic),19.8,1119.9,2,,,,,,,,,8340,4070,9498-FIMXL,Female,NO,No,No,8,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Mailed check,19.2,161.95,0,1,0,,,,,,,
7805,4872-VXRIL,Male,NO,No,No,56,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,DSL,One year,Bank transfer (automatic),64.65,3665.55,2,,,,,,,,,10756,4071,2379-GYFLQ,Male,NO,No,No,46,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Fiber optic,One year,Credit card (automatic),94.9,4422.95,2,3,0,,,,,,,
1851,6664-FPDAC,Female,YES,No,No,56,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,One year,Electronic check,111.95,6418.9,3,,,,,,,,,5134,4072,0122-OAHPZ,Female,NO,No,No,7,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Fiber optic,Month-to-month,Electronic check,73.85,511.25,1,2,1,,,,,,,
8339,1741-WTPON,Male,NO,Yes,Yes,56,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,Two year,Mailed check,115.85,6567.9,3,,,,,,,,,4342,4073,2868-SNELZ,Female,NO,No,No,2,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Fiber optic,Month-to-month,Mailed check,80.6,155.8,0,1,0,,,,,,,
1231,3791-LGQCY,Female,YES,Yes,No,56,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),100.65,5688.05,3,,,,,,,,,3246,4074,4322-RCYMT,Male,NO,Yes,Yes,68,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,DSL,One year,Bank transfer (automatic),75.8,5293.95,3,3,1,,,,,,,
